id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
solo_a_star_wars_story,2607017,2019-07-19,Víctor López G.,False,4/5,fresh,Espinof,"With the exception of Emilia Clarke, who is insipid, the rest of the interpreters promote the story with their talent and spirit. [Full Review in Spanish]",POSITIVE,https://www.espinof.com/criticas/han-solo-historia-star-wars-encantadora-aventura-espiritu-western-mas-nejo
ant_man_and_the_wasp_quantumania,102779550,2023-02-14,Molly Freeman,False,4/5,fresh,Screen Rant,Ant-Man and the Wasp&#58; Quantumania is a solid start to the MCU&apos;s Phase 5&#44; working well to serve Scott Lang&apos;s story and introduce the menacing Kang&#46;&#10;&#10;,POSITIVE,https://screenrant.com/ant-man-and-the-wasp-quantumania-2023-movie-reviews/
suicide_squad_2016,2748670,2020-12-05,Mike Massie,False,2/10,rotten,Gone With The Twins,It's baffling that this movie struggled with its storyline to such a distressing degree.,NEGATIVE,http://gonewiththetwins.com/new/suicide-squad-2016/
black_panther_2018,2524918,2018-10-31,Bob Chipman,False,4,fresh,Geek,"A genuine masterpiece of popcorn filmmaking that raises the bar really high for 2018 blockbusters and a near-perfect version of... well, itself.",POSITIVE,https://www.geek.com/movies/moviebob-reviews-black-panther-2018-1731099/
nomadland,2769699,2021-02-19,James Verniere,False,A-,fresh,Boston Herald,Turn on (your engines) tune in (your radios) and drop out. Film mines appeal of alternate lifestyle.,POSITIVE,https://www.bostonherald.com/2021/02/19/nomadland-mines-appeal-of-life-off-the-grid/
joker_2019,102755037,2022-11-22,Wesley Lovell,False,3/4,fresh,Cinema Sight,In the simply titled Joker&#44; we get yet another version and this one is probably the most toxic of them all and not in a satisfying way&#46;,POSITIVE,http://cinemasight.com/review-joker-2019/
thor_love_and_thunder,102706231,2022-07-05,Tania Lamb,False,,fresh,Lola Lambchops,Thor&#58; Love and Thunder is good&#59; it&apos;s not great&#46; You&apos;ll get a bunch of laughs&#44; but you also get a dose of cynicism that undercuts the spirit of love&#46; ,POSITIVE,https://lolalambchops.com/thor-love-and-thunder-kid-friendly-parents-guide/
black_widow_2021,2803975,2021-07-07,Peter Sobczynski,False,4/5,fresh,eFilmCritic.com,"If this does turn out to be Johansson's farewell to the role that helped make her one of the most popular actresses in the world, it is a film that does ultimately honor both her and the character.",POSITIVE,https://www.efilmcritic.com/review.php?movie=29825&reviewer=389
a_star_is_born_2018,2519222,2018-10-16,Saibal Chatterjee,False,3.5/5,fresh,NDTV,A Star Is Born is a remake that is good enough to stand on its own without the fear of comparison.,POSITIVE,http://movies.ndtv.com/movie-reviews
avatar_the_way_of_water,102763364,2022-12-22,Nick Johnston,False,,fresh,Vanyaland,"[Cameron] is once again unparalleled at presenting us with an ecological and ethnographic survey of a fictional world that is, like the whole concept, familiar and yet novel.",POSITIVE,https://vanyaland.com/2022/12/14/avatar-the-way-of-water-review-worth-the-10-year-wait/
spider_man_far_from_home,2602480,2019-07-05,Matthew Norman,True,3/5,fresh,London Evening Standard,This mischievous film never tires of teasing the conventions and traditions of the genre.,POSITIVE,https://www.standard.co.uk/go/london/film/spiderman-far-from-home-review-marvel-endgame-a4180076.html
taken_3,2241862,2015-01-11,Jeffrey M. Anderson,False,2/5,rotten,Common Sense Media,"Olivier Megaton (Taken 2) directs again, and from the movie's flagging energy level, it appears as if he, too, is ready to retire this series.",NEGATIVE,https://www.commonsensemedia.org/movie-reviews/taken-3
captain_marvel,2565168,2019-03-08,Joanna Langfield,False,,fresh,The Movie Minute,"Not exactly marvelous, this origins story eventually warms up, takes flight and wins us over.",POSITIVE,https://themovieminute.com/captain-marvel/
black_panther_2018,2458139,2018-02-15,Devesh Sharma,False,4/5,fresh,Filmfare,"Coogler has played with the age of dilemma of winning freedom through armed struggle versus gaining it through peaceful means. But Black Panther is no Gandhi, he's a superhero with enhanced abilities and a combat suit that James Bond would kill for.",POSITIVE,https://www.filmfare.com/reviews/bollywood-movies/black-panther-movie-review-the-best-superhero-origin-story-in-recent-times-26618.html
wonder_woman_1984,2751311,2020-12-15,Katie Smith-Wong,False,3/5,rotten,Flick Feast,"Overall, Wonder Woman 1984 set its sights high in the sky. Gadot, Jenkins and Wiig are on board but it essentially struggles to find its wings.",NEGATIVE,https://www.flickfeast.co.uk/reviews/film-reviews/wonder-woman-1984-2/
black_panther_wakanda_forever,102750348,2022-11-08,Alistair Harkness,False,3/5,fresh,Scotsman,"As with the first film, Wakanda Forever works best when it’s deviating from the expected tropes of a superhero film.",POSITIVE,https://www.scotsman.com/arts-and-culture/film-and-tv/film-reviews-black-panther-wakanda-forever-no-bears-a-bunch-of-amateurs-3910814
eternals,2836975,2021-11-04,Travis Hopson,False,3/5,fresh,Punch Drunk Critics,"While it ultimately gives in to the demands of the MCU,Eternalsstrives to be more than just another superhero movie. It's the reason why it has won me over, and may be the reason why it won't work for others.",POSITIVE,https://punchdrunkcritics.com/2021/11/review-eternals/
captain_america_civil_war,2325589,2016-05-06,Michael Burgin,False,8.5/10,fresh,Paste Magazine,Civil War maintains the same balance of action and significant (if brief) character development/interaction that made Winter Soldier so enjoyable.,POSITIVE,http://www.pastemagazine.com/articles/2016/05/captain-america-civil-war.html
ant_man_and_the_wasp_quantumania,102779597,2023-02-14,Randy Meeks,True,4/5,fresh,Empire Magazine,"Quantunmania is colorful, original, and different, and corrects the mistakes that Marvel has made during these three years of experimentation. [Full review in Spanish]",POSITIVE,https://www.espinof.com/criticas/ant-man-avispa-quantumania-me-ha-hecho-recobrar-fe-marvel-pelicula-que-explota-sentido-diversion-endereza-rumbo-fase-5
the_batman,102662422,2022-02-28,J. Don Birnam,False,B+,fresh,Splash Report,"""The Batman"" plays brilliantly like a murder horror mystery for 2h15, and then like a boring superhero movie for the last 30m. Thankfully the great vastly overwhelms the choppy.",POSITIVE,http://splashreport.com/the-batman-review-reeves-pattinson/
first_man,2519431,2018-10-17,James Kendrick,False,3.5/4,fresh,Q Network Film Desk,deserves kudos for bravery in tackling a difficult character and refusing to soft-sell his shortcomings or offer easy pabulum to the audience who might be looking for some superficial reinforcement of American greatness,POSITIVE,http://www.qnetwork.com/review/4100
solo_a_star_wars_story,2481043,2018-05-29,Sebastian Zavala Kahn,False,3.5/5,fresh,Cinencuentro,"A modest yet fun movie full of energetic action sequences, great special effects and efficient performances. [Full review in Spanish]",POSITIVE,https://www.cinencuentro.com/2018/05/28/critica-han-solo-una-historia-de-star-wars/
la_la_land,2748622,2020-12-05,Mike Massie,False,9/10,fresh,Gone With The Twins,"A celebration of music and magic, where swelling emotions are captured by somber yet jazzy leitmotifs.",POSITIVE,http://gonewiththetwins.com/new/la-la-land-2016/
solo_a_star_wars_story,2525181,2018-10-31,Jennifer Heaton,False,8.5/10,fresh,Alternative Lens,"Solo never does make the case that it needs to exist but, in terms of quality of execution, it's possibly the best movie one could hope for given the brief it has to fulfil.",POSITIVE,https://altfilmlens.wordpress.com/2018/05/24/solo-a-star-wars-story-an-alternative-lens-review/
first_man,2518470,2018-10-12,Robert Denerstein,False,,fresh,Denerstein Unleashed,"First Man struck me as a far more ambitious and worthier work than either Whiplash or La La Land, two of Chazelle's previous movies.",POSITIVE,http://denersteinunleashed.blogspot.com/2018/10/the-story-of-moon-landing.html
ant_man_and_the_wasp_quantumania,102779486,2023-02-14,Ian Sandwell,False,3/5,fresh,Digital Spy,Ant-Man and The Wasp&#58; Quantumania ends up as a movie with great elements&#44; rather than completely satisfying whole&#46;,POSITIVE,https://www.digitalspy.com/movies/a42854659/ant-man-wasp-quantumania-review/
knives_out,2623367,2019-09-08,Brian Tallerico,True,3.5/4,fresh,RogerEbert.com,"Directing a wildly charismatic cast who are all-in on what he's doing, Johnson confidently stays a step or two ahead of his audience, leaving them breathless but satisfied at the end.",POSITIVE,https://www.rogerebert.com/reviews/knives-out-2019
arrival_2016,2361784,2016-11-12,Willie Waffle,False,2/4,rotten,WaffleMovies.com,Hokey malarkey.,NEGATIVE,http://dcw50.com/2016/11/11/arrival-hokey-malarkey-review/
nomadland,2781371,2021-04-01,Rohan Naahar,False,,rotten,Hindustan Times,Nomadland is 21st Century Oscar-bait in its most shameless form - almost as eye-rollingly obvious in its intentions as some of those awards-friendly period dramas that the Weinsteins used to produce a decade or two ago.,NEGATIVE,https://www.hindustantimes.com/entertainment/hollywood/nomadland-movie-review-frances-mcdormand-will-win-oscar-for-the-least-amount-of-acting-she-s-ever-done-101617257852136.html
taken_3,2241516,2015-01-08,Frank Swietek,False,C-,rotten,One Guy's Opinion,"Just another extended chase movie, one far longer--and sillier--than a Road Runner cartoon.",NEGATIVE,http://www.oneguysopinion.com/taken-3/
the_front_runner_2018,2533100,2018-11-16,Chris Knight,False,3.5/5,fresh,National Post,"[The Front Runner] provides an instructive how-did-we-get-here tale, looking at how media intrusion, once started, and whether for good or ill, is difficult to rein in.",POSITIVE,https://nationalpost.com/entertainment/movies/the-front-runner-shows-a-moment-in-politics-when-then-became-now
mission_impossible_fallout,2493520,2018-07-27,Frank Wilkins,False,4/5,fresh,Reel Reviews,"A ticking time bomb of harrowing action, frazzled nerves, and edge-of-your-seat mystery. But, at the same time, it is way too long and its plot far too complex and convoluted",POSITIVE,http://reelreviews.com/mission-impossible-fallout-movie-review
captain_america_civil_war,2429777,2017-10-24,Matthew Bond,False,3/5,rotten,The Mail on Sunday (UK),"Captain America: Civil War is very much a sequel to Winter Soldier but, regrettably, too long, tryingly complicated and it takes the best part of 75 minutes before it breaks into anything resembling comic exuberance.",NEGATIVE,http://www.dailymail.co.uk/home/event/article-3563226/Kap-ouch-s-swarming-warring-superheroes-Captain-America-sequel-like-punch-five-star-original.html
widows_2018,2508631,2018-09-09,Chris Evangelista,False,8/10,fresh,Slashfilm,"Steve McQueen and Gillian Flynn team for Widows, an exciting, brilliantly-acted thriller about a team of desperate women pushed to desperate measures. A heist film with a lot more on its mind than meets the eye, Widows is a gem.",POSITIVE,https://www.slashfilm.com/widows-review/
batman_v_superman_dawn_of_justice,2316391,2016-03-24,Charlotte O'Sullivan,True,3/5,fresh,London Evening Standard,"More befuddled, plot-wise, than just about any other superhero epic of the last decade, Batman v Superman nevertheless deserves points for creating a vision of modern America that feels truly fractured.",POSITIVE,http://www.standard.co.uk/goingout/film/batman-v-superman-dawn-of-justice-film-review-why-so-super-serious-a3210921.html
rogue_one_a_star_wars_story,2367038,2016-12-13,William Bibbiani,False,,fresh,CraveOnline,"I'm recommending it, if only as a three-star action movie. But I think it's important to consider how the original Star Wars movies transcended their pulpy influences and how Rogue One gets mired in them.",POSITIVE,http://www.craveonline.com/entertainment/1180115-rogue-one-review-star-wars-mad-libs-movie
taken_3,2763220,2021-02-02,Richard Crouse,False,1/5,rotten,Richard Crouse,"We don't go to the Taken movies to see great art, we go to have a good time at the movies. Unfortunately, this time around, that pleasure has been ""taken"" from us.",NEGATIVE,http://www.richardcrouse.ca/taken-3-1-star-its-audiences-that-get-brutalized-in-taken-3/
parasite_2019,2633772,2019-10-09,Carla Renata,False,,fresh,The Curvy Film Critic,"Brilliantly crafted film delving full on into social class, racism within the race with a delicious twist in the final act make Parasite a must-see!",POSITIVE,http://wp.me/p2v8yf-3UN
star_wars_the_last_jedi,2442290,2017-12-12,Justin Chang,True,,fresh,Los Angeles Times,"The Last Jedi, written and directed by the gifted indie auteur Rian Johnson, nails the balance of novelty and nostalgia in much more satisfying fashion.",POSITIVE,http://www.latimes.com/entertainment/movies/moviesnow/95419918-132.html
avengers_infinity_war,2558503,2019-02-13,Bertie Archer,False,5/5,fresh,One Room With A View,"A triumph for Marvel, Disney and blockbuster filmmaking. By fusing the best parts of the 18 movies behind it, the sum is considerably greater.",POSITIVE,https://oneroomwithaview.com/2018/04/24/avengers-infinity-war-review/
ant_man_and_the_wasp_quantumania,102780513,2023-02-16,Richard Crouse,False,2.5/5,rotten,Richard Crouse,Rudd&#8217;s charisma brings a lightness of touch&#44; and he provides some genuinely funny moments in the film&#46; Majors brings the secret sauce as a great cartoon villain&#44; but the talky script and messy action scenes suck away much of the fun&#46;,NEGATIVE,https://richardcrouse.ca/ant-man-and-the-wasp-quantumania-2-%c2%bd-stars/
ant_man_and_the_wasp_quantumania,102779496,2023-02-14,Jenna Anderson,False,4/5,fresh,ComicBook.com,With multiple standout performances&#44; an abundantly clear love for the wacky corners of science fiction&#44; and a conflict that is guaranteed to matter in the years to come&#44; Quantumania becomes the weirdest chapter in the MCU&apos;s essential storytelling&#46;,POSITIVE,https://comicbook.com/movies/news/ant-man-and-the-wasp-quantumania-review-mcu-marvel/
the_batman,102669398,2022-03-17,Brandon Collins,False,5/5,fresh,Medium Popcorn,This is at least in the top three Batman films of all time for me. It was a combination of all of the best elements of the Batman character and Gotham as a city. It blew me away. This was fantastic. ,POSITIVE,https://www.mediumpopcorn.com/episodes/bonus-the-batman
star_wars_the_last_jedi,2442277,2017-12-12,Dave Schilling,False,,fresh,Birth.Movies.Death.,"A more complicated visit to a galaxy far far away, one that manages to be a great stand-alone adventure in its own right.",POSITIVE,http://birthmoviesdeath.com/2017/12/12/star-wars-the-last-jedi-review-the-star-wars-film-that-finally-lives-up-to
ant_man_and_the_wasp_quantumania,102780414,2023-02-16,Marcelo Stiletano,False,2.5/5,rotten,La Nación (Argentina),"... this new adventure isn't as fun as the previous ones, it works only as by-the-book entertainment with more muscles than brains. [Full review in Spanish]",NEGATIVE,https://www.lanacion.com.ar/espectaculos/cine/estrenos-de-cine-ant-man-and-the-wasp-quantumania-presenta-a-la-nueva-victima-del-multiverso-de-nid16022023/
jurassic_world_fallen_kingdom,2526573,2018-11-01,Matt Oakes,False,D-,rotten,Silver Screen Riot,The thrill of dinosaurs invading our cineplexes has gone extinct.,NEGATIVE,https://silverscreenriot.com/out-in-theaters-jurassic-world-fallen-kingdom/
captain_marvel,2564777,2019-03-07,Christopher Lloyd,False,4/5,fresh,The Film Yap,An uneven but passionate and energetic introduction for a figure some have called the most powerful hero in the MCU.,POSITIVE,http://www.thefilmyap.com/movies/captain-marvel/
ant_man_and_the_wasp_quantumania,102789858,2023-03-18,MontiLee Stormer,False,3.5/5,fresh,MovieReelist.com,The MCU spent Phase 4 showing a sprawling universe at some point&#44; they&#8217;re all going to have to come together to beat the crap out of each other&#46; We&#8217;ve got a whole multiverse to sit down to&#44; so let Ant-Man and the Wasp&#58; Quantumania be that appetizer&#46;,POSITIVE,https://moviereelist.com/review/ant-man-quantumania/
batman_v_superman_dawn_of_justice,2316108,2016-03-22,Jon Lyus,False,4/5,fresh,HeyUGuys,"An action-packed and epic start to the DC Films Universe, Batman v Superman will have you grinning from ear to ear from start to finish.",POSITIVE,http://www.heyuguys.com/batman-v-superman-dawn-of-justice-review/
2012,1854643,2009-11-11,Clay Cane,False,C,rotten,BET.com,A gargantuan mess.,NEGATIVE,http://blogs.bet.com/entertainment/whattheflick/movie-review-2012/
the_revenant_2015,2303329,2016-01-10,Simon Miraudo,False,3/5,fresh,Student Edge,"If you absolutely have to watch a film about an incredibly inventive man surviving in the absolute worst conditions imaginable, can I recommend The Grey instead?",POSITIVE,https://studentedge.com.au/article/movie-review-the-revenant
taken_3,2310947,2016-02-25,John Fink,False,C,rotten,The Film Stage,Taken 3 isn't a bad time; it's often laughable without veering totally into self-parody.,NEGATIVE,http://thefilmstage.com/reviews/review-taken-3/
shazam,2574416,2019-04-05,Chris Wasser,False,3/5,fresh,The Herald (Ireland),"Shazam! gets a little greedy towards the end, and it could probably stand to lose at least 20 minutes from its noisy finale. But hey, it gets the job done. It might just kick-start a new franchise. It's a bit of a hoot. I didn't see that coming.",POSITIVE,http://www.independent.ie/entertainment/movies/movie-reviews/
star_wars_episode_vii_the_force_awakens,2465168,2018-03-16,Fico Cangiano,False,4.5/5,fresh,CineXpress,"The Star Wars film we needed (a palate cleanser). Funny, full of action and lots of feels, this new entry achieves great balance between nostalgia and novelty. [Full review in Spanish]",POSITIVE,http://cinexpresspr.com/site/2015/12/18/resena-star-wars-the-force-awakens/
ant_man_and_the_wasp_quantumania,102779550,2023-02-14,Molly Freeman,False,4/5,fresh,Screen Rant,Ant-Man and the Wasp&#58; Quantumania is a solid start to the MCU&apos;s Phase 5&#44; working well to serve Scott Lang&apos;s story and introduce the menacing Kang&#46;&#10;&#10;,POSITIVE,https://screenrant.com/ant-man-and-the-wasp-quantumania-2023-movie-reviews/
doctor_strange_2016,2412409,2017-08-22,Megan Burbank,False,,fresh,"The Stranger (Seattle, WA)","Doctor Strange might have a lot of baggage, but more than anything else, it's fun.",POSITIVE,http://www.thestranger.com/film/2016/11/02/24668918/the-magical-whitewash-of-doctor-strange
midsommar,2672659,2020-02-26,Dan Schindel,False,,fresh,Hyperallergic,"Much of the film is keenly attuned to human failure and the ugliness of bad relationships, making for a magnetic but continually cringe-inducing ride.",POSITIVE,https://hyperallergic.com/507775/midsommar/
taken_3,2249445,2015-03-03,John Beifuss,False,2/4,rotten,"Commercial Appeal (Memphis, TN)","He never discovers the real killers are returning director Olivier Megaton and producer-auteur Luc Besson, who callously dispose of the sympathetic Lenore to create new motivation for their hero's lethal kinesthesia and for their own chaotic set pieces.",NEGATIVE,http://www.commercialappeal.com/go-memphis/entertainment-bog/mini-review-taken-3
captain_marvel,2567862,2019-03-16,Bob Grimm,False,2.25/5,rotten,Reno News and Review,Brie Larson seems oddly detached from the proceedings.,NEGATIVE,https://www.newsreview.com/reno/little-wonder/content?oid=27838512
once_upon_a_time_in_hollywood,2608147,2019-07-24,Jeanne Kaplan,False,,fresh,Kaplan vs. Kaplan,It is DiCaprio and Pitt who make ONCE UPON A TIME...IN HOLLYWOOD what it is --- magnificent!,POSITIVE,https://www.kaplanvskaplan.com/new-releases/once-upon-a-time-in-hollywood/
jurassic_world_fallen_kingdom,2482508,2018-06-05,Germain Lussier,False,,rotten,io9.com,Maybe we've just become so desensitized to seeing dinosaurs running around and eating people that we need something new and bigger to impress us.,NEGATIVE,https://io9.gizmodo.com/jurassic-world-fallen-kingdom-lacks-the-majesty-the-fr-1826580479
the_front_runner_2018,2535986,2018-11-29,Linda Cook,False,3/4,fresh,"Quad City Times (Davenport, IA)","It may not be winning at the box office, but it's a sure bet for entertainment.",POSITIVE,https://qctimes.com/news/the-front-runner-isn-t-winning-at-the-box-office/article_8e143b02-bd45-5fc3-89dd-f8c937a2676d.html
widows_2018,2677961,2020-03-18,Dan Scully,False,,fresh,Cinema76,Everything about Widows works. There's just no resisting it.,POSITIVE,https://www.cinema76.com/home/2018/11/16/widows-is-the-best-theatrical-experience-of-the-year
nomadland,2769528,2021-02-19,Jason McKiernan,False,4.5/5,fresh,Film Racket,"Zhao's vision ventures beyond naturalism to reach a true synthesis of nature and narrative, achieving a sort of Narrative Verité, if such a term could exist.",POSITIVE,https://filmracket.com/nomadland/movie-review
batman_v_superman_dawn_of_justice,2316730,2016-03-25,Sean Burns,False,,rotten,Spliced Personality,"The movie has a bullying, hostile tone that comes through in the surly performances, a callous indifference to innocents killed and the general philosophical disposition of a teenager who just discovered Nietzsche after being grounded.",NEGATIVE,https://splicedpersonality.wordpress.com/2016/03/25/batman-v-superman-dawn-of-justice/
2012,1854723,2009-11-11,Victoria Alexander,False,,rotten,FilmsInReview.com,"Terrible with no story, a god-awful cast led by the cursed Amanda Peet, and stale dialogue. Cheesy CGI.",NEGATIVE,http://www.filmsinreview.com/2009/11/11/2012/
captain_america_civil_war,2325419,2016-05-06,Sarah Boslaugh,False,6/10,fresh,Playback:stl,"...while one of the story lines does pick up from Captain America: The Winter Soldier, it's Iron Man who steals the show.",POSITIVE,http://www.playbackstl.com/movies/reviews-movies/captain-america-civil-war-walt-disney-studios-motion-pictures-pg-13/
taken_3,2242045,2015-01-13,Robert Levin,False,1.5/4,rotten,amNewYork,The movie stinks. It doesn't stink in a clever or interesting way. It's not even so bad that it's funny.,NEGATIVE,http://www.amny.com/entertainment/taken-3-movie-review-1-5-stars-1.9796001
jojo_rabbit,2623543,2019-09-09,Chris Evangelista,False,10/10,fresh,Slashfilm,"There's some sort of strange magic residing in Taika Waititi's Jojo Rabbit, a film that really shouldn't work - but does, with remarkable results.",POSITIVE,https://t.co/dwV2Jjgz0r
top_gun_maverick,102699767,2022-06-14,Maxwell Rabb,True,,fresh,Chicago Reader,"Somehow Cruise's foray back into the danger zone will be remembered more than the original, setting a new standard in the era of reboots.",POSITIVE,https://chicagoreader.com/film/top-gun-maverick/
ant_man_and_the_wasp_quantumania,102783393,2023-02-27,Sheraz Farooqi,False,1.5/5,rotten,CinemaDebate,ANT-MAN &amp; THE WASP&#58; Quantumania feels more like a Disney&#43; special than a film&#46;&#10;&#10;It&#8217;s messy&#44; overindulgent on weak CGI&#44; and humor falls flat&#46; Jonathan Majors is great as Kang but Marvel seemed more focused on creating a 2-hour trailer for something better&#46;,NEGATIVE,https://www.youtube.com/watch?v=abQh38USt7c
la_la_land,2640829,2019-10-30,Debbie Lynn Elias,False,,fresh,Behind The Lens,"[A] glorious, toe-tapping, Technicolor delight!",POSITIVE,http://behindthelensonline.net/site/reviews/la-la-land/
a_star_is_born_2018,102759231,2022-12-08,Brian T. Carney,False,,fresh,Washington Blade,Gaga’s performances always sizzle. Her bond with the audience is palpable and her joy in entertaining is apparent in every note.,POSITIVE,https://www.washingtonblade.com/2018/10/04/a-star-is-born-review/
cruella,2811339,2021-08-05,Erick Estrada,False,,fresh,Cinegarage,Emma Stone is undoubtedly the best part about this movie. ,POSITIVE,https://www.patreon.com/posts/cruella-critica-51716631
cruella,2797119,2021-06-10,Asia Frey,False,,fresh,"Lagniappe (Mobile, AL)","The fabulously fashionable workplace drama I never knew I needed... better than the recent live-action remakes of earlier Disney animations because it is merely inspired by the cartoon, not a recreation.",POSITIVE,https://lagniappemobile.com/cruella-is-a-highly-stylish-oddball-treat/
the_batman,102663959,2022-03-03,Kevin A. Ranson,False,4/4,fresh,MovieCrypt.com,"With a sweeping soundtrack, actual detective work, and a surprising turn by a capable Pattinson leading a great cast, this Caped Crusader is learning to be better than he was yesterday in a city losing hope... a reconstruction of the superhero genre?",POSITIVE,https://moviecrypt.com/2022/03/03/review-the-batman-the-longer-halloween/
ready_player_one,2467452,2018-03-27,Chris Hunneysett,False,5/5,fresh,Daily Mirror (UK),"Demonstrating his enduring ability to entertain while embracing the latest technology and remaining relevant to a modern audience, Spielberg proves he's still Hollywood's number one player.",POSITIVE,https://www.mirror.co.uk/tv/tv-reviews/ready-player-one-review-steven-12227775
birds_of_prey_2020,2668367,2020-02-10,Greg Carlson,False,,fresh,Vague Visages,"As proof of concept for Harley Quinn's ability to control center stage, Birds of Prey works...",POSITIVE,https://vaguevisages.com/2020/02/08/review-cathy-yans-birds-of-prey/
once_upon_a_time_in_hollywood,2609995,2019-07-30,Brad Keefe,False,4/5,fresh,Columbus Alive,"The fact that ""Once Upon a Time"" isn't exactly what you'd expect is a testament to Tarantino's ability to still shock and surprise audiences, even as he's up to his familiar tricks.",POSITIVE,https://www.columbusalive.com/entertainment/20190729/tarantinos-once-upon-time-is-nostalgic-love-letter-to-hollywood
captain_marvel,2564122,2019-03-05,Peter Sobczynski,False,4/5,fresh,eFilmCritic.com,"It moves quickly and avoids the bloated running time that has plagued many of these films, it has some nice bits of humor sprinkled throughout and, most importantly, the strong and entertaining Brie Larson performance.",POSITIVE,http://www.efilmcritic.com/review.php?movie=27768&reviewer=389
la_la_land,2499337,2018-08-21,Kathryn Reklis,False,,fresh,The Christian Century,It's an airy confection of delight that is at the same time wised-up and nostalgic. And it aims for a vision of moviemaking that is rhapsodic and earnest without being sentimental.,POSITIVE,https://www.christiancentury.org/article/how-paterson-sidesteps-clichés-embraced-la-la-land
joker_2019,2648575,2019-11-23,Linda Cook,False,4/4,fresh,"Quad City Times (Davenport, IA)","Grim, violent 'Joker' is no laughing matter.",POSITIVE,https://qctimes.com/entertainment/columnists/linda-cook/grim-violent-joker-is-no-laughing-matter/article_08eb0e6e-db4a-5f6a-b4c3-fd235d95e410.html
first_man,102775087,2023-01-31,David Gonzalez,False,,fresh,The Cinematic Reel,First Man is more than just a technical marvel&#46; It is a film that truly captures the struggle and journey of not just America&#8217;s race to space but a man&#8217;s sacrifice to reach his ultimate goal of walking on the moon&#46; ,POSITIVE,https://thecinematicreel.com/reel-review-first-man/
star_wars_the_rise_of_skywalker,2657555,2020-01-03,David 'Mad Dog' Bradley,False,6/10,rotten,Adelaide Review,"It all feels just a little underwhelming, but John Williams' done-to-death score swells to hopefully convince you that you are indeed having an awesome experience, and [Daisy] Ridley, in particular, acts her heart out.",NEGATIVE,https://www.adelaidereview.com.au/arts/cinema/2019/12/19/film-review-star-wars-the-rise-of-skywalker/
taken_3,2241621,2015-01-09,James Berardinelli,True,2/4,rotten,ReelViews,Taken 3 is exactly what one might anticipate from an unnecessary sequel in a mediocre franchise.,NEGATIVE,http://www.reelviews.net/php_review_template.php?identifier=2851
toy_story_4,2596723,2019-06-13,Kenneth Turan,True,,fresh,Los Angeles Times,"""Toy Story 4"" will blow you away in ways you won't be expecting.",POSITIVE,https://www.latimes.com/entertainment/movies/la-et-mn-toy-story-4-pixar-review-20190610-story.html?utm_source=dlvr.it&utm_medium=twitter
knives_out,2649633,2019-11-27,Danny Leigh,True,4/5,fresh,Financial Times,"A viciously droll game of movie Cluedo, the murder mystery dusted off for the modern age.",POSITIVE,https://www.ft.com/content/c58dafc6-1125-11ea-a225-db2f231cfeae
star_wars_the_rise_of_skywalker,2654468,2019-12-18,Glen Weldon,True,,rotten,NPR,It's an accretion - a buildup of plotlines and characters that rolls toward its conclusion by dint of momentum lent to it by all that's come before.,NEGATIVE,https://www.npr.org/2019/12/18/787544162/the-rise-of-skywalker-makes-for-an-exciting-exhaustive-effortful-ending?utm_medium=RSS&utm_campaign=movies
arrival_2016,2361390,2016-11-10,Gonzalo Lira Galván,False,4.5/5,fresh,Cine Premiere,An interesting study on contemporary themes explained through science fiction and a monumental achievement for its director. [Full review in Spanish],POSITIVE,http://www.cinepremiere.com.mx/la-llegada-critica-61199.html
dune_2021,2837916,2021-11-06,Linda and Al Lerner,False,,fresh,Movies and Shakers,"This updated, fresh, fully conceptualized adaptation of Frank Herbert's bestseller is a swashbuckling futuristic interplanetary epic. Writer/Director Denis Villeneuve finally brings a long pandemic delayed version of a very complicated tale...",POSITIVE,https://moviesandshakers.com/dune/
a_star_is_born_2018,2556016,2019-02-07,Hannah Brown,False,,fresh,Jerusalem Post,"It may be a little less powerful if you know where the story is heading, but it's undeniably a triumph for Cooper.",POSITIVE,https://www.jpost.com/Israel-News/Culture/Grace-and-Frankie-delight-A-Star-is-Born-comes-home-580000
the_batman,102662495,2022-02-28,David Fear,True,,fresh,Rolling Stone,"At its best, The Batman is a helluva tough-guy yarn -- an entertaining pulp-fiction epic under the guise of sure-thing blockbuster. At its worst, it’s the cinematic equivalent of a mixtape.",POSITIVE,https://www.rollingstone.com/movies/movie-reviews/batman-review-robert-pattinson-1301492/
ant_man_and_the_wasp_quantumania,102780028,2023-02-15,Olly Richards,True,2/5,rotten,Time Out,"Marvel’s mini-hero is back in a movie that’s all scale, no fun.  ",NEGATIVE,https://www.timeout.com/movies/ant-man-and-the-wasp-quantumania-2023
avengers_endgame,2580377,2019-04-25,Jamie East,False,4/5,fresh,The Sun (UK),"The end of an era, done exactly as you'd hoped.",POSITIVE,https://www.thesun.co.uk/tvandshowbiz/8925539/review-avengers-endgame-premiere/
everything_everywhere_all_at_once,102764053,2022-12-24,Michael Ward,False,4.5/5,fresh,Should I See It,&#40;The Daniels&#41; Kwan and Scheinert make everything seem possible&#46; ,POSITIVE,https://www.shouldiseeit.net/reviews/2022/everything-everywhere-all-at-once-2022
